year,genus,species,weight,plot_type
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,ordii,52,Spectab exclosure
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,ordii,68,Spectab exclosure
1985,Dipodomys,merriami,51,Rodent Exclosure
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,ordii,50,Rodent Exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,53,Short-term Krat Exclosure
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,merriami,53,Control
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,43,Long-term Krat Exclosure
1985,Dipodomys,ordii,59,Spectab exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,merriami,44,Long-term Krat Exclosure
1985,Dipodomys,ordii,52,Control
1985,Dipodomys,spectabilis,120,Spectab exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,merriami,45,Spectab exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,17,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,merriami,51,Spectab exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,60,Short-term Krat Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,44,Long-term Krat Exclosure
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,ordii,58,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,44,Rodent Exclosure
1985,Dipodomys,merriami,43,Rodent Exclosure
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,43,Long-term Krat Exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,ordii,51,Short-term Krat Exclosure
1985,Dipodomys,merriami,45,Rodent Exclosure
1985,Dipodomys,merriami,35,Control
1985,Dipodomys,ordii,45,Control
1985,Dipodomys,ordii,29,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,34,Control
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,36,Rodent Exclosure
1985,Dipodomys,merriami,33,Control
1985,Dipodomys,merriami,34,Control
1985,Dipodomys,merriami,33,Control
1985,Dipodomys,ordii,47,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,46,Control
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,spectabilis,118,Spectab exclosure
1985,Dipodomys,merriami,27,Control
1985,Dipodomys,merriami,33,Spectab exclosure
1985,Dipodomys,spectabilis,131,Control
1985,Dipodomys,spectabilis,86,Control
1985,Dipodomys,ordii,44,Control
1985,Dipodomys,merriami,17,Control
1985,Dipodomys,merriami,39,Rodent Exclosure
1985,Dipodomys,spectabilis,107,Spectab exclosure
1985,Dipodomys,merriami,48,Rodent Exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,42,Long-term Krat Exclosure
1985,Dipodomys,spectabilis,157,Spectab exclosure
1985,Dipodomys,spectabilis,111,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,spectabilis,139,Short-term Krat Exclosure
1985,Dipodomys,ordii,47,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,37,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Short-term Krat Exclosure
1985,Dipodomys,ordii,50,Short-term Krat Exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,ordii,41,Control
1985,Dipodomys,merriami,29,Long-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,merriami,53,Control
1985,Dipodomys,merriami,51,Control
1985,Dipodomys,merriami,36,Rodent Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,47,Short-term Krat Exclosure
1985,Dipodomys,merriami,32,Control
1985,Dipodomys,merriami,34,Control
1985,Dipodomys,ordii,40,Short-term Krat Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,ordii,51,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,27,Control
1985,Dipodomys,merriami,41,Rodent Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,merriami,36,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,spectabilis,85,Short-term Krat Exclosure
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,merriami,49,Rodent Exclosure
1985,Dipodomys,ordii,44,Spectab exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,spectabilis,NA,Control
1985,Dipodomys,spectabilis,95,Control
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,ordii,30,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,spectabilis,84,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,spectabilis,115,Spectab exclosure
1985,Dipodomys,merriami,27,Rodent Exclosure
1985,Dipodomys,spectabilis,128,Control
1985,Dipodomys,ordii,54,Control
1985,Dipodomys,spectabilis,76,Spectab exclosure
1985,Dipodomys,merriami,15,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,53,Control
1985,Dipodomys,spectabilis,120,Spectab exclosure
1985,Dipodomys,merriami,43,Rodent Exclosure
1985,Dipodomys,spectabilis,123,Spectab exclosure
1985,Dipodomys,merriami,47,Long-term Krat Exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,spectabilis,69,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,ordii,52,Control
1985,Dipodomys,spectabilis,157,Spectab exclosure
1985,Dipodomys,spectabilis,126,Short-term Krat Exclosure
1985,Dipodomys,ordii,50,Spectab exclosure
1985,Dipodomys,merriami,30,Control
1985,Dipodomys,ordii,52,Rodent Exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,ordii,45,Control
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,40,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Long-term Krat Exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,37,Short-term Krat Exclosure
1985,Dipodomys,ordii,54,Short-term Krat Exclosure
1985,Dipodomys,merriami,31,Control
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,38,Rodent Exclosure
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,50,Short-term Krat Exclosure
1985,Dipodomys,ordii,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,43,Rodent Exclosure
1985,Dipodomys,merriami,26,Control
1985,Dipodomys,merriami,34,Short-term Krat Exclosure
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,24,Long-term Krat Exclosure
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,spectabilis,137,Spectab exclosure
1985,Dipodomys,ordii,45,Spectab exclosure
1985,Dipodomys,ordii,34,Control
1985,Dipodomys,merriami,38,Long-term Krat Exclosure
1985,Dipodomys,spectabilis,119,Control
1985,Dipodomys,merriami,44,Rodent Exclosure
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,spectabilis,132,Control
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,spectabilis,NA,Spectab exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,ordii,47,Control
1985,Dipodomys,merriami,17,Control
1985,Dipodomys,merriami,54,Rodent Exclosure
1985,Dipodomys,spectabilis,113,Spectab exclosure
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,spectabilis,106,Control
1985,Dipodomys,spectabilis,138,Spectab exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,32,Control
1985,Dipodomys,merriami,42,Spectab exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,ordii,46,Short-term Krat Exclosure
1985,Dipodomys,ordii,56,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,spectabilis,140,Short-term Krat Exclosure
1985,Dipodomys,spectabilis,166,Spectab exclosure
1985,Dipodomys,merriami,36,Control
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,merriami,33,Control
1985,Dipodomys,merriami,21,Long-term Krat Exclosure
1985,Dipodomys,ordii,31,Rodent Exclosure
1985,Dipodomys,spectabilis,94,Control
1985,Dipodomys,merriami,30,Rodent Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Short-term Krat Exclosure
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,50,Short-term Krat Exclosure
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,48,Rodent Exclosure
1985,Dipodomys,merriami,34,Control
1985,Dipodomys,merriami,25,Short-term Krat Exclosure
1985,Dipodomys,ordii,56,Short-term Krat Exclosure
1985,Dipodomys,ordii,46,Control
1985,Dipodomys,ordii,55,Short-term Krat Exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,merriami,34,Control
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,ordii,52,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,ordii,62,Short-term Krat Exclosure
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,33,Rodent Exclosure
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,ordii,48,Spectab exclosure
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,merriami,53,Rodent Exclosure
1985,Dipodomys,ordii,47,Short-term Krat Exclosure
1985,Dipodomys,merriami,44,Rodent Exclosure
1985,Dipodomys,merriami,24,Control
1985,Dipodomys,ordii,33,Control
1985,Dipodomys,merriami,45,Rodent Exclosure
1985,Dipodomys,ordii,42,Control
1985,Dipodomys,spectabilis,129,Spectab exclosure
1985,Dipodomys,spectabilis,130,Short-term Krat Exclosure
1985,Dipodomys,spectabilis,150,Spectab exclosure
1985,Dipodomys,spectabilis,140,Spectab exclosure
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,ordii,54,Rodent Exclosure
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,18,Control
1985,Dipodomys,ordii,54,Spectab exclosure
1985,Dipodomys,merriami,49,Long-term Krat Exclosure
1985,Dipodomys,merriami,42,Rodent Exclosure
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,ordii,44,Spectab exclosure
1985,Dipodomys,spectabilis,121,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,spectabilis,98,Control
1985,Dipodomys,merriami,39,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,41,Spectab exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Short-term Krat Exclosure
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,44,Long-term Krat Exclosure
1985,Dipodomys,merriami,56,Control
1985,Dipodomys,ordii,57,Short-term Krat Exclosure
1985,Dipodomys,merriami,54,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Short-term Krat Exclosure
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,merriami,36,Rodent Exclosure
1985,Dipodomys,merriami,20,Rodent Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,22,Rodent Exclosure
1985,Dipodomys,merriami,53,Control
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,ordii,59,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,34,Long-term Krat Exclosure
1985,Dipodomys,ordii,54,Control
1985,Dipodomys,merriami,46,Rodent Exclosure
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,spectabilis,126,Control
1985,Dipodomys,merriami,46,Long-term Krat Exclosure
1985,Dipodomys,merriami,53,Rodent Exclosure
1985,Dipodomys,ordii,44,Short-term Krat Exclosure
1985,Dipodomys,ordii,49,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,36,Control
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,spectabilis,136,Spectab exclosure
1985,Dipodomys,ordii,37,Control
1985,Dipodomys,spectabilis,130,Control
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,42,Rodent Exclosure
1985,Dipodomys,merriami,59,Control
1985,Dipodomys,spectabilis,135,Spectab exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,48,Rodent Exclosure
1985,Dipodomys,merriami,53,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,ordii,54,Rodent Exclosure
1985,Dipodomys,spectabilis,NA,Spectab exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,ordii,47,Rodent Exclosure
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,spectabilis,117,Control
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,49,Short-term Krat Exclosure
1985,Dipodomys,ordii,40,Control
1985,Dipodomys,merriami,50,Spectab exclosure
1985,Dipodomys,spectabilis,125,Control
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,spectabilis,152,Spectab exclosure
1985,Dipodomys,merriami,46,Spectab exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,merriami,49,Long-term Krat Exclosure
1985,Dipodomys,ordii,49,Rodent Exclosure
1985,Dipodomys,merriami,51,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,42,Short-term Krat Exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,40,Rodent Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,merriami,36,Control
1985,Dipodomys,ordii,39,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,40,Long-term Krat Exclosure
1985,Dipodomys,ordii,55,Control
1985,Dipodomys,merriami,23,Control
1985,Dipodomys,merriami,48,Short-term Krat Exclosure
1985,Dipodomys,merriami,42,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,39,Rodent Exclosure
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,spectabilis,122,Control
1985,Dipodomys,spectabilis,102,Control
1985,Dipodomys,ordii,45,Control
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,merriami,NA,Spectab exclosure
1985,Dipodomys,merriami,57,Rodent Exclosure
1985,Dipodomys,merriami,36,Spectab exclosure
1985,Dipodomys,ordii,48,Control
1985,Dipodomys,merriami,47,Long-term Krat Exclosure
1985,Dipodomys,ordii,58,Control
1985,Dipodomys,ordii,59,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,spectabilis,123,Control
1985,Dipodomys,merriami,NA,Rodent Exclosure
1985,Dipodomys,ordii,49,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,32,Long-term Krat Exclosure
1985,Dipodomys,ordii,46,Spectab exclosure
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,spectabilis,136,Control
1985,Dipodomys,ordii,NA,Rodent Exclosure
1985,Dipodomys,ordii,42,Short-term Krat Exclosure
1985,Dipodomys,merriami,41,Rodent Exclosure
1985,Dipodomys,spectabilis,119,Spectab exclosure
1985,Dipodomys,spectabilis,145,Spectab exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,spectabilis,138,Spectab exclosure
1985,Dipodomys,ordii,51,Rodent Exclosure
1985,Dipodomys,merriami,50,Control
1985,Dipodomys,spectabilis,125,Control
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,spectabilis,152,Spectab exclosure
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,spectabilis,128,Short-term Krat Exclosure
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,spectabilis,123,Control
1985,Dipodomys,merriami,51,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,ordii,52,Control
1985,Dipodomys,merriami,32,Long-term Krat Exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,spectabilis,122,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,ordii,46,Control
1985,Dipodomys,merriami,41,Long-term Krat Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,36,Control
1985,Dipodomys,merriami,43,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,merriami,NA,Rodent Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,46,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,merriami,39,Rodent Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,merriami,48,Rodent Exclosure
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,ordii,50,Control
1985,Dipodomys,merriami,39,Short-term Krat Exclosure
1985,Dipodomys,merriami,42,Long-term Krat Exclosure
1985,Dipodomys,ordii,51,Short-term Krat Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,spectabilis,118,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,50,Short-term Krat Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,41,Rodent Exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,ordii,50,Short-term Krat Exclosure
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,37,Spectab exclosure
1985,Dipodomys,merriami,43,Rodent Exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,merriami,44,Rodent Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,merriami,53,Rodent Exclosure
1985,Dipodomys,ordii,46,Control
1985,Dipodomys,ordii,48,Control
1985,Dipodomys,merriami,41,Spectab exclosure
1985,Dipodomys,ordii,53,Control
1985,Dipodomys,spectabilis,142,Control
1985,Dipodomys,merriami,42,Short-term Krat Exclosure
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,spectabilis,108,Control
1985,Dipodomys,spectabilis,132,Spectab exclosure
1985,Dipodomys,ordii,54,Rodent Exclosure
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,42,Spectab exclosure
1985,Dipodomys,spectabilis,132,Short-term Krat Exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,42,Spectab exclosure
1985,Dipodomys,spectabilis,120,Control
1985,Dipodomys,merriami,43,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,39,Rodent Exclosure
1985,Dipodomys,spectabilis,126,Control
1985,Dipodomys,merriami,43,Rodent Exclosure
1985,Dipodomys,ordii,59,Rodent Exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,ordii,45,Control
1985,Dipodomys,merriami,41,Spectab exclosure
1985,Dipodomys,ordii,50,Rodent Exclosure
1985,Dipodomys,merriami,NA,Control
1985,Dipodomys,spectabilis,130,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,spectabilis,125,Spectab exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,47,Spectab exclosure
1985,Dipodomys,spectabilis,120,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,ordii,NA,Rodent Exclosure
1985,Dipodomys,ordii,55,Rodent Exclosure
1985,Dipodomys,merriami,44,Short-term Krat Exclosure
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,spectabilis,126,Control
1985,Dipodomys,merriami,48,Rodent Exclosure
1985,Dipodomys,merriami,36,Short-term Krat Exclosure
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,42,Long-term Krat Exclosure
1985,Dipodomys,merriami,40,Long-term Krat Exclosure
1985,Dipodomys,merriami,46,Long-term Krat Exclosure
1985,Dipodomys,merriami,39,Rodent Exclosure
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,48,Short-term Krat Exclosure
1985,Dipodomys,ordii,NA,Short-term Krat Exclosure
1985,Dipodomys,merriami,46,Control
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,merriami,42,Rodent Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,52,Control
1985,Dipodomys,ordii,51,Control
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,ordii,53,Short-term Krat Exclosure
1985,Dipodomys,merriami,51,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,merriami,43,Spectab exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,merriami,47,Control
1985,Dipodomys,merriami,51,Rodent Exclosure
1985,Dipodomys,merriami,44,Rodent Exclosure
1985,Dipodomys,spectabilis,126,Control
1985,Dipodomys,merriami,37,Spectab exclosure
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,merriami,37,Control
1985,Dipodomys,merriami,39,Control
1985,Dipodomys,merriami,42,Spectab exclosure
1985,Dipodomys,ordii,47,Control
1985,Dipodomys,ordii,54,Control
1985,Dipodomys,merriami,41,Spectab exclosure
1985,Dipodomys,merriami,42,Rodent Exclosure
1985,Dipodomys,spectabilis,148,Control
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,ordii,47,Control
1985,Dipodomys,merriami,40,Spectab exclosure
1985,Dipodomys,merriami,43,Control
1985,Dipodomys,spectabilis,130,Spectab exclosure
1985,Dipodomys,spectabilis,155,Spectab exclosure
1985,Dipodomys,ordii,NA,Control
1985,Dipodomys,spectabilis,153,Short-term Krat Exclosure
1985,Dipodomys,ordii,55,Rodent Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,43,Short-term Krat Exclosure
1985,Dipodomys,merriami,40,Rodent Exclosure
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,48,Control
1985,Dipodomys,ordii,NA,Rodent Exclosure
1985,Dipodomys,merriami,45,Control
1985,Dipodomys,ordii,50,Rodent Exclosure
1985,Dipodomys,merriami,50,Spectab exclosure
1985,Dipodomys,ordii,48,Rodent Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,merriami,44,Control
1985,Dipodomys,spectabilis,129,Control
1985,Dipodomys,merriami,42,Control
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,ordii,56,Rodent Exclosure
1985,Dipodomys,merriami,38,Control
1985,Dipodomys,spectabilis,120,Control
1985,Dipodomys,ordii,52,Control
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,45,Short-term Krat Exclosure
1985,Dipodomys,spectabilis,121,Control
1985,Dipodomys,merriami,44,Spectab exclosure
1985,Dipodomys,merriami,39,Spectab exclosure
1985,Dipodomys,merriami,41,Control
1985,Dipodomys,ordii,56,Rodent Exclosure
1985,Dipodomys,merriami,40,Control
1985,Dipodomys,merriami,49,Control
1985,Dipodomys,merriami,47,Spectab exclosure
1986,Dipodomys,spectabilis,119,Control
1986,Dipodomys,ordii,56,Rodent Exclosure
1986,Dipodomys,merriami,52,Short-term Krat Exclosure
1986,Dipodomys,merriami,48,Rodent Exclosure
1986,Dipodomys,merriami,46,Short-term Krat Exclosure
1986,Dipodomys,merriami,38,Control
1986,Dipodomys,spectabilis,130,Short-term Krat Exclosure
1986,Dipodomys,ordii,52,Rodent Exclosure
